,experimentId,number of concurrent batches,scheduling duration in seconds,processing duration in seconds,transfer method,states
0,5e4c2bdd260cb6782354e0c5,25,2.000492572784424,111.07365989685059,sshfs,succeeded
1,5e4c2bdd260cb6782354e0c5,25,2.097496747970581,111.6728401184082,sshfs,succeeded
2,5e4c2bdd260cb6782354e0c5,25,2.001962661743164,109.79619550704956,sshfs,succeeded
3,5e4c2bdd260cb6782354e0c5,25,2.156538248062134,114.76997447013855,sshfs,succeeded
4,5e4c2bdd260cb6782354e0c5,25,2.123905658721924,95.6540117263794,sshfs,succeeded
5,5e4c2bdd260cb6782354e0c5,25,2.0805776119232178,106.74404072761536,sshfs,succeeded
6,5e4c2bdd260cb6782354e0c5,25,2.0064361095428467,110.96304774284363,sshfs,succeeded
7,5e4c2bdd260cb6782354e0c5,25,2.062577247619629,110.91149377822876,sshfs,succeeded
8,5e4c2bdd260cb6782354e0c5,25,1.9117777347564697,109.26010394096375,sshfs,succeeded
9,5e4c2bdd260cb6782354e0c5,25,2.0309696197509766,108.76055335998535,sshfs,succeeded
10,5e4c2bdd260cb6782354e0c5,25,1.9234168529510498,110.39373397827148,sshfs,succeeded
11,5e4c2bdd260cb6782354e0c5,25,2.08701753616333,106.65484619140625,sshfs,succeeded
12,5e4c2bdd260cb6782354e0c5,25,2.0478827953338623,108.92791271209717,sshfs,succeeded
13,5e4c2bdd260cb6782354e0c5,25,2.006669521331787,107.01913142204285,sshfs,succeeded
14,5e4c2bdd260cb6782354e0c5,25,1.931739091873169,110.35116219520569,sshfs,succeeded
15,5e4c2bdd260cb6782354e0c5,25,1.9960274696350098,100.8230550289154,sshfs,succeeded
16,5e4c2bdd260cb6782354e0c5,25,1.9444506168365479,108.76458358764648,sshfs,succeeded
17,5e4c2bdd260cb6782354e0c5,25,1.8743321895599365,87.82383036613464,sshfs,succeeded
18,5e4c2bdd260cb6782354e0c5,25,1.836643934249878,113.5137894153595,sshfs,succeeded
19,5e4c2bdd260cb6782354e0c5,25,1.9472692012786865,98.25409364700317,sshfs,succeeded
20,5e4c2bdd260cb6782354e0c5,25,1.8328936100006104,111.74455070495605,sshfs,succeeded
21,5e4c2bdd260cb6782354e0c5,25,1.9951205253601074,108.61584067344666,sshfs,succeeded
22,5e4c2bdd260cb6782354e0c5,25,1.9606223106384277,109.64100337028503,sshfs,succeeded
23,5e4c2bdd260cb6782354e0c5,25,1.9178779125213623,110.91577911376953,sshfs,succeeded
24,5e4c2bdd260cb6782354e0c5,25,1.8367526531219482,111.09342050552368,sshfs,succeeded
25,5e4c2bdd260cb6782354e0c5,25,3.2456748485565186,89.1692955493927,sshfs,succeeded
26,5e4c2bdd260cb6782354e0c5,25,1.8083467483520508,113.37771773338318,sshfs,succeeded
27,5e4c2bdd260cb6782354e0c5,25,1.7920520305633545,102.60078716278076,sshfs,succeeded
28,5e4c2bdd260cb6782354e0c5,25,1.7902162075042725,103.66807246208191,sshfs,succeeded
29,5e4c2bdd260cb6782354e0c5,25,1.7975544929504395,104.76035475730896,sshfs,succeeded
30,5e4c2bdd260cb6782354e0c5,25,1.772017002105713,114.85710620880127,sshfs,succeeded
31,5e4c2bdd260cb6782354e0c5,25,3.9585330486297607,107.99669241905212,sshfs,succeeded
32,5e4c2bdd260cb6782354e0c5,25,1.879897117614746,104.20789384841919,sshfs,succeeded
33,5e4c2bdd260cb6782354e0c5,25,1.812927484512329,109.20175862312317,sshfs,succeeded
34,5e4c2bdd260cb6782354e0c5,25,2.097726583480835,107.57197952270508,sshfs,succeeded
35,5e4c2bdd260cb6782354e0c5,25,1.780128002166748,108.09115099906921,sshfs,succeeded
36,5e4c2bdd260cb6782354e0c5,25,1.7771580219268799,107.05111885070801,sshfs,succeeded
37,5e4c2bdd260cb6782354e0c5,25,1.7054929733276367,116.46315932273865,sshfs,succeeded
38,5e4c2bdd260cb6782354e0c5,25,3.4757211208343506,117.22521662712097,sshfs,succeeded
39,5e4c2bdd260cb6782354e0c5,25,3.4778401851654053,111.37862634658813,sshfs,succeeded
40,5e4c2bdd260cb6782354e0c5,25,2.030264377593994,107.55519604682922,sshfs,succeeded
41,5e4c2bdd260cb6782354e0c5,25,3.7215042114257812,107.91520500183105,sshfs,succeeded
42,5e4c2bdd260cb6782354e0c5,25,1.7724430561065674,110.70282554626465,sshfs,succeeded
43,5e4c2bdd260cb6782354e0c5,25,2.403954029083252,111.98037505149841,sshfs,succeeded
44,5e4c2bdd260cb6782354e0c5,25,1.5736987590789795,110.00262546539307,sshfs,succeeded
45,5e4c2bdd260cb6782354e0c5,25,2.5857644081115723,108.93026828765869,sshfs,succeeded
46,5e4c2bdd260cb6782354e0c5,25,1.6002705097198486,109.40078043937683,sshfs,succeeded
47,5e4c2bdd260cb6782354e0c5,25,3.039560317993164,119.41470456123352,sshfs,succeeded
48,5e4c2bdd260cb6782354e0c5,25,2.728496551513672,107.27813172340393,sshfs,succeeded
49,5e4c2bdd260cb6782354e0c5,25,1.7464585304260254,107.29574418067932,sshfs,succeeded
50,5e4c2bdd260cb6782354e0c5,25,1.7626280784606934,93.77684092521667,sshfs,succeeded
51,5e4c2bdd260cb6782354e0c5,25,1.6966640949249268,102.71740770339966,sshfs,succeeded
52,5e4c2bdd260cb6782354e0c5,25,1.7866857051849365,97.8290364742279,sshfs,succeeded
53,5e4c2bdd260cb6782354e0c5,25,1.7277154922485352,107.23413491249084,sshfs,succeeded
54,5e4c2bdd260cb6782354e0c5,25,1.6061763763427734,101.48744630813599,sshfs,succeeded
55,5e4c2bdd260cb6782354e0c5,25,1.6450386047363281,109.47209668159485,sshfs,succeeded
56,5e4c2bdd260cb6782354e0c5,25,1.8150100708007812,109.20965123176575,sshfs,succeeded
57,5e4c2bdd260cb6782354e0c5,25,1.776350736618042,105.9714925289154,sshfs,succeeded
58,5e4c2bdd260cb6782354e0c5,25,1.6561253070831299,107.62422919273376,sshfs,succeeded
59,5e4c2bdd260cb6782354e0c5,25,1.550957202911377,111.21586275100708,sshfs,succeeded
60,5e4c2bdd260cb6782354e0c5,25,1.5998072624206543,107.21045589447021,sshfs,succeeded
61,5e4c2bdd260cb6782354e0c5,25,1.5080945491790771,110.34959673881531,sshfs,succeeded
62,5e4c2bdd260cb6782354e0c5,25,1.8007633686065674,106.05801820755005,sshfs,succeeded
63,5e4c2bdd260cb6782354e0c5,25,1.6964986324310303,108.20707702636719,sshfs,succeeded
64,5e4c2bdd260cb6782354e0c5,25,1.7139599323272705,101.39848852157593,sshfs,succeeded
65,5e4c2bdd260cb6782354e0c5,25,1.6235833168029785,109.66799116134644,sshfs,succeeded
66,5e4c2bdd260cb6782354e0c5,25,1.543309211730957,111.34160375595093,sshfs,succeeded
67,5e4c2bdd260cb6782354e0c5,25,3.4305343627929688,107.62155604362488,sshfs,succeeded
68,5e4c2bdd260cb6782354e0c5,25,1.519526720046997,121.76874303817749,sshfs,succeeded
69,5e4c2bdd260cb6782354e0c5,25,1.4850034713745117,121.74316906929016,sshfs,succeeded
70,5e4c2bdd260cb6782354e0c5,25,1.648343563079834,107.91298127174377,sshfs,succeeded
71,5e4c2bdd260cb6782354e0c5,25,1.7530598640441895,110.28999876976013,sshfs,succeeded
72,5e4c2bdd260cb6782354e0c5,25,1.4317069053649902,108.35577821731567,sshfs,succeeded
73,5e4c2bdd260cb6782354e0c5,25,1.5299742221832275,108.6672248840332,sshfs,succeeded
74,5e4c2bdd260cb6782354e0c5,25,1.539444923400879,108.68167161941528,sshfs,succeeded
75,5e4c2bdd260cb6782354e0c5,25,1.5684583187103271,123.3213860988617,sshfs,succeeded
76,5e4c2bdd260cb6782354e0c5,25,1.6071231365203857,91.62351322174072,sshfs,succeeded
77,5e4c2bdd260cb6782354e0c5,25,1.4993536472320557,114.56213426589966,sshfs,succeeded
78,5e4c2bdd260cb6782354e0c5,25,1.5761961936950684,92.49458575248718,sshfs,succeeded
79,5e4c2bdd260cb6782354e0c5,25,1.5637729167938232,104.25245976448059,sshfs,succeeded
80,5e4c2bdd260cb6782354e0c5,25,1.5744423866271973,113.94204568862915,sshfs,succeeded
81,5e4c2bdd260cb6782354e0c5,25,1.481982707977295,100.76650071144104,sshfs,succeeded
82,5e4c2bdd260cb6782354e0c5,25,1.4434266090393066,109.12231516838074,sshfs,succeeded
83,5e4c2bdd260cb6782354e0c5,25,1.5283360481262207,105.07682061195374,sshfs,succeeded
84,5e4c2bdd260cb6782354e0c5,25,1.563328742980957,107.25506067276001,sshfs,succeeded
85,5e4c2bdd260cb6782354e0c5,25,1.5470085144042969,105.90410137176514,sshfs,succeeded
86,5e4c2bdd260cb6782354e0c5,25,1.9190926551818848,110.61493110656738,sshfs,succeeded
87,5e4c2bdd260cb6782354e0c5,25,1.4933531284332275,92.14888668060303,sshfs,succeeded
88,5e4c2bdd260cb6782354e0c5,25,1.4286019802093506,103.5355851650238,sshfs,succeeded
89,5e4c2bdd260cb6782354e0c5,25,1.4850108623504639,105.98069977760315,sshfs,succeeded
90,5e4c2bdd260cb6782354e0c5,25,1.9066414833068848,101.13162922859192,sshfs,succeeded
91,5e4c2bdd260cb6782354e0c5,25,1.4066333770751953,105.6036057472229,sshfs,succeeded
92,5e4c2bdd260cb6782354e0c5,25,1.9156584739685059,103.88994193077087,sshfs,succeeded
93,5e4c2bdd260cb6782354e0c5,25,1.4210269451141357,102.8929033279419,sshfs,succeeded
94,5e4c2bdd260cb6782354e0c5,25,2.4154000282287598,100.61335253715515,sshfs,succeeded
95,5e4c2bdd260cb6782354e0c5,25,1.5465216636657715,101.78615307807922,sshfs,succeeded
96,5e4c2bdd260cb6782354e0c5,25,1.4252803325653076,100.61238718032837,sshfs,succeeded
97,5e4c2bdd260cb6782354e0c5,25,1.3791437149047852,98.50371408462524,sshfs,succeeded
98,5e4c2bdd260cb6782354e0c5,25,1.5493638515472412,97.12668037414551,sshfs,succeeded
99,5e4c2bdd260cb6782354e0c5,25,1.3555691242218018,90.3256483078003,sshfs,succeeded
100,5e4c1a08b3c1fa72045540b2,20,1.9519851207733154,145.47892045974731,sftp,succeeded
101,5e4c1a08b3c1fa72045540b2,20,1.9820199012756348,155.73356437683105,sftp,succeeded
102,5e4c1a08b3c1fa72045540b2,20,1.9529759883880615,148.56551575660706,sftp,succeeded
